parents,has_nurs,form_st,children,housing,health,target
pretentious,very_crit,incomplete,1,convenient,recommended,priority
pretentious,very_crit,incomplete,1,convenient,priority,spec_prior
pretentious,very_crit,incomplete,1,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,1,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,1,convenient,priority,spec_prior
pretentious,very_crit,incomplete,1,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,1,convenient,recommended,priority
pretentious,very_crit,incomplete,1,convenient,priority,spec_prior
pretentious,very_crit,incomplete,1,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,1,convenient,recommended,priority
pretentious,very_crit,incomplete,1,convenient,priority,spec_prior
pretentious,very_crit,incomplete,1,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,1,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,1,convenient,priority,spec_prior
pretentious,very_crit,incomplete,1,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,1,less_conv,recommended,priority
pretentious,very_crit,incomplete,1,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,1,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,1,less_conv,recommended,priority
pretentious,very_crit,incomplete,1,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,1,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,1,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,1,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,1,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,1,less_conv,recommended,priority
pretentious,very_crit,incomplete,1,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,1,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,1,less_conv,recommended,priority
pretentious,very_crit,incomplete,1,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,1,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,1,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,1,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,1,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,1,critical,recommended,spec_prior
pretentious,very_crit,incomplete,1,critical,priority,spec_prior
pretentious,very_crit,incomplete,1,critical,not_recom,not_recom
pretentious,very_crit,incomplete,1,critical,recommended,spec_prior
pretentious,very_crit,incomplete,1,critical,priority,spec_prior
pretentious,very_crit,incomplete,1,critical,not_recom,not_recom
pretentious,very_crit,incomplete,1,critical,recommended,spec_prior
pretentious,very_crit,incomplete,1,critical,priority,spec_prior
pretentious,very_crit,incomplete,1,critical,not_recom,not_recom
pretentious,very_crit,incomplete,1,critical,recommended,spec_prior
pretentious,very_crit,incomplete,1,critical,priority,spec_prior
pretentious,very_crit,incomplete,1,critical,not_recom,not_recom
pretentious,very_crit,incomplete,1,critical,recommended,spec_prior
pretentious,very_crit,incomplete,1,critical,priority,spec_prior
pretentious,very_crit,incomplete,1,critical,not_recom,not_recom
pretentious,very_crit,incomplete,1,critical,recommended,spec_prior
pretentious,very_crit,incomplete,1,critical,priority,spec_prior
pretentious,very_crit,incomplete,1,critical,not_recom,not_recom
pretentious,very_crit,incomplete,2,convenient,recommended,priority
pretentious,very_crit,incomplete,2,convenient,priority,spec_prior
pretentious,very_crit,incomplete,2,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,2,convenient,recommended,priority
pretentious,very_crit,incomplete,2,convenient,priority,spec_prior
pretentious,very_crit,incomplete,2,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,2,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,2,convenient,priority,spec_prior
pretentious,very_crit,incomplete,2,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,2,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,2,convenient,priority,spec_prior
pretentious,very_crit,incomplete,2,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,2,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,2,convenient,priority,spec_prior
pretentious,very_crit,incomplete,2,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,2,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,2,convenient,priority,spec_prior
pretentious,very_crit,incomplete,2,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,2,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,2,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,2,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,2,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,2,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,2,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,2,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,2,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,2,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,2,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,2,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,2,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,2,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,2,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,2,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,2,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,2,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,2,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,2,critical,recommended,spec_prior
pretentious,very_crit,incomplete,2,critical,priority,spec_prior
pretentious,very_crit,incomplete,2,critical,not_recom,not_recom
pretentious,very_crit,incomplete,2,critical,recommended,spec_prior
pretentious,very_crit,incomplete,2,critical,priority,spec_prior
pretentious,very_crit,incomplete,2,critical,not_recom,not_recom
pretentious,very_crit,incomplete,2,critical,recommended,spec_prior
pretentious,very_crit,incomplete,2,critical,priority,spec_prior
pretentious,very_crit,incomplete,2,critical,not_recom,not_recom
pretentious,very_crit,incomplete,2,critical,recommended,spec_prior
pretentious,very_crit,incomplete,2,critical,priority,spec_prior
pretentious,very_crit,incomplete,2,critical,not_recom,not_recom
pretentious,very_crit,incomplete,2,critical,recommended,spec_prior
pretentious,very_crit,incomplete,2,critical,priority,spec_prior
pretentious,very_crit,incomplete,2,critical,not_recom,not_recom
pretentious,very_crit,incomplete,2,critical,recommended,spec_prior
pretentious,very_crit,incomplete,2,critical,priority,spec_prior
pretentious,very_crit,incomplete,2,critical,not_recom,not_recom
pretentious,very_crit,incomplete,3,convenient,recommended,priority
pretentious,very_crit,incomplete,3,convenient,priority,spec_prior
pretentious,very_crit,incomplete,3,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,3,convenient,recommended,priority
pretentious,very_crit,incomplete,3,convenient,priority,spec_prior
pretentious,very_crit,incomplete,3,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,3,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,3,convenient,priority,spec_prior
pretentious,very_crit,incomplete,3,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,3,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,3,convenient,priority,spec_prior
pretentious,very_crit,incomplete,3,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,3,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,3,convenient,priority,spec_prior
pretentious,very_crit,incomplete,3,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,3,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,3,convenient,priority,spec_prior
pretentious,very_crit,incomplete,3,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,3,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,3,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,3,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,3,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,3,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,3,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,3,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,3,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,3,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,3,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,3,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,3,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,3,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,3,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,3,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,3,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,3,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,3,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,3,critical,recommended,spec_prior
pretentious,very_crit,incomplete,3,critical,priority,spec_prior
pretentious,very_crit,incomplete,3,critical,not_recom,not_recom
pretentious,very_crit,incomplete,3,critical,recommended,spec_prior
pretentious,very_crit,incomplete,3,critical,priority,spec_prior
pretentious,very_crit,incomplete,3,critical,not_recom,not_recom
pretentious,very_crit,incomplete,3,critical,recommended,spec_prior
pretentious,very_crit,incomplete,3,critical,priority,spec_prior
pretentious,very_crit,incomplete,3,critical,not_recom,not_recom
pretentious,very_crit,incomplete,3,critical,recommended,spec_prior
pretentious,very_crit,incomplete,3,critical,priority,spec_prior
pretentious,very_crit,incomplete,3,critical,not_recom,not_recom
pretentious,very_crit,incomplete,3,critical,recommended,spec_prior
pretentious,very_crit,incomplete,3,critical,priority,spec_prior
pretentious,very_crit,incomplete,3,critical,not_recom,not_recom
pretentious,very_crit,incomplete,3,critical,recommended,spec_prior
pretentious,very_crit,incomplete,3,critical,priority,spec_prior
pretentious,very_crit,incomplete,3,critical,not_recom,not_recom
pretentious,very_crit,incomplete,more,convenient,recommended,priority
pretentious,very_crit,incomplete,more,convenient,priority,spec_prior
pretentious,very_crit,incomplete,more,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,more,convenient,recommended,priority
pretentious,very_crit,incomplete,more,convenient,priority,spec_prior
pretentious,very_crit,incomplete,more,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,more,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,more,convenient,priority,spec_prior
pretentious,very_crit,incomplete,more,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,more,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,more,convenient,priority,spec_prior
pretentious,very_crit,incomplete,more,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,more,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,more,convenient,priority,spec_prior
pretentious,very_crit,incomplete,more,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,more,convenient,recommended,spec_prior
pretentious,very_crit,incomplete,more,convenient,priority,spec_prior
pretentious,very_crit,incomplete,more,convenient,not_recom,not_recom
pretentious,very_crit,incomplete,more,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,more,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,more,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,more,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,more,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,more,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,more,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,more,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,more,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,more,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,more,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,more,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,more,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,more,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,more,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,more,less_conv,recommended,spec_prior
pretentious,very_crit,incomplete,more,less_conv,priority,spec_prior
pretentious,very_crit,incomplete,more,less_conv,not_recom,not_recom
pretentious,very_crit,incomplete,more,critical,recommended,spec_prior
pretentious,very_crit,incomplete,more,critical,priority,spec_prior
pretentious,very_crit,incomplete,more,critical,not_recom,not_recom
pretentious,very_crit,incomplete,more,critical,recommended,spec_prior
pretentious,very_crit,incomplete,more,critical,priority,spec_prior
pretentious,very_crit,incomplete,more,critical,not_recom,not_recom
pretentious,very_crit,incomplete,more,critical,recommended,spec_prior
pretentious,very_crit,incomplete,more,critical,priority,spec_prior
pretentious,very_crit,incomplete,more,critical,not_recom,not_recom
pretentious,very_crit,incomplete,more,critical,recommended,spec_prior
pretentious,very_crit,incomplete,more,critical,priority,spec_prior
pretentious,very_crit,incomplete,more,critical,not_recom,not_recom
pretentious,very_crit,incomplete,more,critical,recommended,spec_prior
pretentious,very_crit,incomplete,more,critical,priority,spec_prior
pretentious,very_crit,incomplete,more,critical,not_recom,not_recom
pretentious,very_crit,incomplete,more,critical,recommended,spec_prior
pretentious,very_crit,incomplete,more,critical,priority,spec_prior
pretentious,very_crit,incomplete,more,critical,not_recom,not_recom
pretentious,very_crit,foster,1,convenient,recommended,priority
pretentious,very_crit,foster,1,convenient,priority,spec_prior
pretentious,very_crit,foster,1,convenient,not_recom,not_recom
pretentious,very_crit,foster,1,convenient,recommended,priority
pretentious,very_crit,foster,1,convenient,priority,spec_prior
pretentious,very_crit,foster,1,convenient,not_recom,not_recom
pretentious,very_crit,foster,1,convenient,recommended,spec_prior
pretentious,very_crit,foster,1,convenient,priority,spec_prior
pretentious,very_crit,foster,1,convenient,not_recom,not_recom
pretentious,very_crit,foster,1,convenient,recommended,spec_prior
pretentious,very_crit,foster,1,convenient,priority,spec_prior
pretentious,very_crit,foster,1,convenient,not_recom,not_recom
pretentious,very_crit,foster,1,convenient,recommended,spec_prior
pretentious,very_crit,foster,1,convenient,priority,spec_prior
pretentious,very_crit,foster,1,convenient,not_recom,not_recom
pretentious,very_crit,foster,1,convenient,recommended,spec_prior
pretentious,very_crit,foster,1,convenient,priority,spec_prior
pretentious,very_crit,foster,1,convenient,not_recom,not_recom
pretentious,very_crit,foster,1,less_conv,recommended,spec_prior
pretentious,very_crit,foster,1,less_conv,priority,spec_prior
pretentious,very_crit,foster,1,less_conv,not_recom,not_recom
pretentious,very_crit,foster,1,less_conv,recommended,spec_prior
pretentious,very_crit,foster,1,less_conv,priority,spec_prior
pretentious,very_crit,foster,1,less_conv,not_recom,not_recom
pretentious,very_crit,foster,1,less_conv,recommended,spec_prior
pretentious,very_crit,foster,1,less_conv,priority,spec_prior
pretentious,very_crit,foster,1,less_conv,not_recom,not_recom
pretentious,very_crit,foster,1,less_conv,recommended,spec_prior
pretentious,very_crit,foster,1,less_conv,priority,spec_prior
pretentious,very_crit,foster,1,less_conv,not_recom,not_recom
pretentious,very_crit,foster,1,less_conv,recommended,spec_prior
pretentious,very_crit,foster,1,less_conv,priority,spec_prior
pretentious,very_crit,foster,1,less_conv,not_recom,not_recom
pretentious,very_crit,foster,1,less_conv,recommended,spec_prior
pretentious,very_crit,foster,1,less_conv,priority,spec_prior
pretentious,very_crit,foster,1,less_conv,not_recom,not_recom
pretentious,very_crit,foster,1,critical,recommended,spec_prior
pretentious,very_crit,foster,1,critical,priority,spec_prior
pretentious,very_crit,foster,1,critical,not_recom,not_recom
pretentious,very_crit,foster,1,critical,recommended,spec_prior
pretentious,very_crit,foster,1,critical,priority,spec_prior
pretentious,very_crit,foster,1,critical,not_recom,not_recom
pretentious,very_crit,foster,1,critical,recommended,spec_prior
pretentious,very_crit,foster,1,critical,priority,spec_prior
pretentious,very_crit,foster,1,critical,not_recom,not_recom
pretentious,very_crit,foster,1,critical,recommended,spec_prior
pretentious,very_crit,foster,1,critical,priority,spec_prior
pretentious,very_crit,foster,1,critical,not_recom,not_recom
pretentious,very_crit,foster,1,critical,recommended,spec_prior
pretentious,very_crit,foster,1,critical,priority,spec_prior
pretentious,very_crit,foster,1,critical,not_recom,not_recom
pretentious,very_crit,foster,1,critical,recommended,spec_prior
pretentious,very_crit,foster,1,critical,priority,spec_prior
pretentious,very_crit,foster,1,critical,not_recom,not_recom
pretentious,very_crit,foster,2,convenient,recommended,priority
pretentious,very_crit,foster,2,convenient,priority,spec_prior
pretentious,very_crit,foster,2,convenient,not_recom,not_recom
pretentious,very_crit,foster,2,convenient,recommended,priority
pretentious,very_crit,foster,2,convenient,priority,spec_prior
pretentious,very_crit,foster,2,convenient,not_recom,not_recom
pretentious,very_crit,foster,2,convenient,recommended,spec_prior
pretentious,very_crit,foster,2,convenient,priority,spec_prior
pretentious,very_crit,foster,2,convenient,not_recom,not_recom
pretentious,very_crit,foster,2,convenient,recommended,spec_prior
pretentious,very_crit,foster,2,convenient,priority,spec_prior
pretentious,very_crit,foster,2,convenient,not_recom,not_recom
pretentious,very_crit,foster,2,convenient,recommended,spec_prior
pretentious,very_crit,foster,2,convenient,priority,spec_prior
pretentious,very_crit,foster,2,convenient,not_recom,not_recom
pretentious,very_crit,foster,2,convenient,recommended,spec_prior
pretentious,very_crit,foster,2,convenient,priority,spec_prior
pretentious,very_crit,foster,2,convenient,not_recom,not_recom
pretentious,very_crit,foster,2,less_conv,recommended,spec_prior
pretentious,very_crit,foster,2,less_conv,priority,spec_prior
pretentious,very_crit,foster,2,less_conv,not_recom,not_recom
pretentious,very_crit,foster,2,less_conv,recommended,spec_prior
pretentious,very_crit,foster,2,less_conv,priority,spec_prior
pretentious,very_crit,foster,2,less_conv,not_recom,not_recom
pretentious,very_crit,foster,2,less_conv,recommended,spec_prior
pretentious,very_crit,foster,2,less_conv,priority,spec_prior
pretentious,very_crit,foster,2,less_conv,not_recom,not_recom
pretentious,very_crit,foster,2,less_conv,recommended,spec_prior
pretentious,very_crit,foster,2,less_conv,priority,spec_prior
pretentious,very_crit,foster,2,less_conv,not_recom,not_recom
pretentious,very_crit,foster,2,less_conv,recommended,spec_prior
pretentious,very_crit,foster,2,less_conv,priority,spec_prior
pretentious,very_crit,foster,2,less_conv,not_recom,not_recom
pretentious,very_crit,foster,2,less_conv,recommended,spec_prior
pretentious,very_crit,foster,2,less_conv,priority,spec_prior
pretentious,very_crit,foster,2,less_conv,not_recom,not_recom
pretentious,very_crit,foster,2,critical,recommended,spec_prior
pretentious,very_crit,foster,2,critical,priority,spec_prior
pretentious,very_crit,foster,2,critical,not_recom,not_recom
pretentious,very_crit,foster,2,critical,recommended,spec_prior
pretentious,very_crit,foster,2,critical,priority,spec_prior
pretentious,very_crit,foster,2,critical,not_recom,not_recom
pretentious,very_crit,foster,2,critical,recommended,spec_prior
pretentious,very_crit,foster,2,critical,priority,spec_prior
pretentious,very_crit,foster,2,critical,not_recom,not_recom
pretentious,very_crit,foster,2,critical,recommended,spec_prior
pretentious,very_crit,foster,2,critical,priority,spec_prior
pretentious,very_crit,foster,2,critical,not_recom,not_recom
pretentious,very_crit,foster,2,critical,recommended,spec_prior
pretentious,very_crit,foster,2,critical,priority,spec_prior
pretentious,very_crit,foster,2,critical,not_recom,not_recom
pretentious,very_crit,foster,2,critical,recommended,spec_prior
pretentious,very_crit,foster,2,critical,priority,spec_prior
pretentious,very_crit,foster,2,critical,not_recom,not_recom
pretentious,very_crit,foster,3,convenient,recommended,priority
pretentious,very_crit,foster,3,convenient,priority,spec_prior
pretentious,very_crit,foster,3,convenient,not_recom,not_recom
pretentious,very_crit,foster,3,convenient,recommended,priority
pretentious,very_crit,foster,3,convenient,priority,spec_prior
pretentious,very_crit,foster,3,convenient,not_recom,not_recom
pretentious,very_crit,foster,3,convenient,recommended,spec_prior
pretentious,very_crit,foster,3,convenient,priority,spec_prior
pretentious,very_crit,foster,3,convenient,not_recom,not_recom
pretentious,very_crit,foster,3,convenient,recommended,spec_prior
pretentious,very_crit,foster,3,convenient,priority,spec_prior
pretentious,very_crit,foster,3,convenient,not_recom,not_recom
pretentious,very_crit,foster,3,convenient,recommended,spec_prior
pretentious,very_crit,foster,3,convenient,priority,spec_prior
pretentious,very_crit,foster,3,convenient,not_recom,not_recom
pretentious,very_crit,foster,3,convenient,recommended,spec_prior
pretentious,very_crit,foster,3,convenient,priority,spec_prior
pretentious,very_crit,foster,3,convenient,not_recom,not_recom
pretentious,very_crit,foster,3,less_conv,recommended,spec_prior
pretentious,very_crit,foster,3,less_conv,priority,spec_prior
pretentious,very_crit,foster,3,less_conv,not_recom,not_recom
pretentious,very_crit,foster,3,less_conv,recommended,spec_prior
pretentious,very_crit,foster,3,less_conv,priority,spec_prior
pretentious,very_crit,foster,3,less_conv,not_recom,not_recom
pretentious,very_crit,foster,3,less_conv,recommended,spec_prior
pretentious,very_crit,foster,3,less_conv,priority,spec_prior
pretentious,very_crit,foster,3,less_conv,not_recom,not_recom
pretentious,very_crit,foster,3,less_conv,recommended,spec_prior
pretentious,very_crit,foster,3,less_conv,priority,spec_prior
pretentious,very_crit,foster,3,less_conv,not_recom,not_recom
pretentious,very_crit,foster,3,less_conv,recommended,spec_prior
pretentious,very_crit,foster,3,less_conv,priority,spec_prior
pretentious,very_crit,foster,3,less_conv,not_recom,not_recom
pretentious,very_crit,foster,3,less_conv,recommended,spec_prior
pretentious,very_crit,foster,3,less_conv,priority,spec_prior
pretentious,very_crit,foster,3,less_conv,not_recom,not_recom
pretentious,very_crit,foster,3,critical,recommended,spec_prior
pretentious,very_crit,foster,3,critical,priority,spec_prior
pretentious,very_crit,foster,3,critical,not_recom,not_recom
pretentious,very_crit,foster,3,critical,recommended,spec_prior
pretentious,very_crit,foster,3,critical,priority,spec_prior
pretentious,very_crit,foster,3,critical,not_recom,not_recom
pretentious,very_crit,foster,3,critical,recommended,spec_prior
pretentious,very_crit,foster,3,critical,priority,spec_prior
pretentious,very_crit,foster,3,critical,not_recom,not_recom
pretentious,very_crit,foster,3,critical,recommended,spec_prior
pretentious,very_crit,foster,3,critical,priority,spec_prior
pretentious,very_crit,foster,3,critical,not_recom,not_recom
pretentious,very_crit,foster,3,critical,recommended,spec_prior
pretentious,very_crit,foster,3,critical,priority,spec_prior
pretentious,very_crit,foster,3,critical,not_recom,not_recom
pretentious,very_crit,foster,3,critical,recommended,spec_prior
pretentious,very_crit,foster,3,critical,priority,spec_prior
pretentious,very_crit,foster,3,critical,not_recom,not_recom
pretentious,very_crit,foster,more,convenient,recommended,priority
pretentious,very_crit,foster,more,convenient,priority,spec_prior
pretentious,very_crit,foster,more,convenient,not_recom,not_recom
pretentious,very_crit,foster,more,convenient,recommended,priority
pretentious,very_crit,foster,more,convenient,priority,spec_prior
pretentious,very_crit,foster,more,convenient,not_recom,not_recom
pretentious,very_crit,foster,more,convenient,recommended,spec_prior
pretentious,very_crit,foster,more,convenient,priority,spec_prior
pretentious,very_crit,foster,more,convenient,not_recom,not_recom
pretentious,very_crit,foster,more,convenient,recommended,spec_prior
pretentious,very_crit,foster,more,convenient,priority,spec_prior
pretentious,very_crit,foster,more,convenient,not_recom,not_recom
pretentious,very_crit,foster,more,convenient,recommended,spec_prior
pretentious,very_crit,foster,more,convenient,priority,spec_prior
pretentious,very_crit,foster,more,convenient,not_recom,not_recom
pretentious,very_crit,foster,more,convenient,recommended,spec_prior
pretentious,very_crit,foster,more,convenient,priority,spec_prior
pretentious,very_crit,foster,more,convenient,not_recom,not_recom
pretentious,very_crit,foster,more,less_conv,recommended,spec_prior
pretentious,very_crit,foster,more,less_conv,priority,spec_prior
pretentious,very_crit,foster,more,less_conv,not_recom,not_recom
pretentious,very_crit,foster,more,less_conv,recommended,spec_prior
pretentious,very_crit,foster,more,less_conv,priority,spec_prior
pretentious,very_crit,foster,more,less_conv,not_recom,not_recom
pretentious,very_crit,foster,more,less_conv,recommended,spec_prior
pretentious,very_crit,foster,more,less_conv,priority,spec_prior
pretentious,very_crit,foster,more,less_conv,not_recom,not_recom
pretentious,very_crit,foster,more,less_conv,recommended,spec_prior
pretentious,very_crit,foster,more,less_conv,priority,spec_prior
pretentious,very_crit,foster,more,less_conv,not_recom,not_recom
pretentious,very_crit,foster,more,less_conv,recommended,spec_prior
pretentious,very_crit,foster,more,less_conv,priority,spec_prior
pretentious,very_crit,foster,more,less_conv,not_recom,not_recom
pretentious,very_crit,foster,more,less_conv,recommended,spec_prior
pretentious,very_crit,foster,more,less_conv,priority,spec_prior
pretentious,very_crit,foster,more,less_conv,not_recom,not_recom
pretentious,very_crit,foster,more,critical,recommended,spec_prior
pretentious,very_crit,foster,more,critical,priority,spec_prior
pretentious,very_crit,foster,more,critical,not_recom,not_recom
pretentious,very_crit,foster,more,critical,recommended,spec_prior
pretentious,very_crit,foster,more,critical,priority,spec_prior
pretentious,very_crit,foster,more,critical,not_recom,not_recom
pretentious,very_crit,foster,more,critical,recommended,spec_prior
pretentious,very_crit,foster,more,critical,priority,spec_prior
pretentious,very_crit,foster,more,critical,not_recom,not_recom
pretentious,very_crit,foster,more,critical,recommended,spec_prior
pretentious,very_crit,foster,more,critical,priority,spec_prior
pretentious,very_crit,foster,more,critical,not_recom,not_recom
pretentious,very_crit,foster,more,critical,recommended,spec_prior
pretentious,very_crit,foster,more,critical,priority,spec_prior
pretentious,very_crit,foster,more,critical,not_recom,not_recom
pretentious,very_crit,foster,more,critical,recommended,spec_prior
pretentious,very_crit,foster,more,critical,priority,spec_prior
pretentious,very_crit,foster,more,critical,not_recom,not_recom
great_pret,proper,complete,1,convenient,recommended,priority
great_pret,proper,complete,1,convenient,priority,priority
great_pret,proper,complete,1,convenient,not_recom,not_recom
great_pret,proper,complete,1,convenient,recommended,priority
great_pret,proper,complete,1,convenient,priority,priority
great_pret,proper,complete,1,convenient,not_recom,not_recom
great_pret,proper,complete,1,convenient,recommended,priority
great_pret,proper,complete,1,convenient,priority,priority
great_pret,proper,complete,1,convenient,not_recom,not_recom
great_pret,proper,complete,1,convenient,recommended,priority
great_pret,proper,complete,1,convenient,priority,priority
great_pret,proper,complete,1,convenient,not_recom,not_recom
great_pret,proper,complete,1,convenient,recommended,priority
great_pret,proper,complete,1,convenient,priority,priority
great_pret,proper,complete,1,convenient,not_recom,not_recom
great_pret,proper,complete,1,convenient,recommended,priority
great_pret,proper,complete,1,convenient,priority,priority
great_pret,proper,complete,1,convenient,not_recom,not_recom
great_pret,proper,complete,1,less_conv,recommended,priority
great_pret,proper,complete,1,less_conv,priority,priority
great_pret,proper,complete,1,less_conv,not_recom,not_recom
great_pret,proper,complete,1,less_conv,recommended,priority
great_pret,proper,complete,1,less_conv,priority,priority
great_pret,proper,complete,1,less_conv,not_recom,not_recom
great_pret,proper,complete,1,less_conv,recommended,priority
great_pret,proper,complete,1,less_conv,priority,priority
great_pret,proper,complete,1,less_conv,not_recom,not_recom
great_pret,proper,complete,1,less_conv,recommended,priority
great_pret,proper,complete,1,less_conv,priority,priority
great_pret,proper,complete,1,less_conv,not_recom,not_recom
great_pret,proper,complete,1,less_conv,recommended,priority
great_pret,proper,complete,1,less_conv,priority,priority
great_pret,proper,complete,1,less_conv,not_recom,not_recom
great_pret,proper,complete,1,less_conv,recommended,priority
great_pret,proper,complete,1,less_conv,priority,priority
great_pret,proper,complete,1,less_conv,not_recom,not_recom
great_pret,proper,complete,1,critical,recommended,priority
great_pret,proper,complete,1,critical,priority,priority
great_pret,proper,complete,1,critical,not_recom,not_recom
great_pret,proper,complete,1,critical,recommended,priority
great_pret,proper,complete,1,critical,priority,priority
great_pret,proper,complete,1,critical,not_recom,not_recom
great_pret,proper,complete,1,critical,recommended,priority
great_pret,proper,complete,1,critical,priority,priority
great_pret,proper,complete,1,critical,not_recom,not_recom
great_pret,proper,complete,1,critical,recommended,priority
great_pret,proper,complete,1,critical,priority,priority
great_pret,proper,complete,1,critical,not_recom,not_recom
great_pret,proper,complete,1,critical,recommended,priority
great_pret,proper,complete,1,critical,priority,priority
great_pret,proper,complete,1,critical,not_recom,not_recom
great_pret,proper,complete,1,critical,recommended,priority
great_pret,proper,complete,1,critical,priority,priority
